,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,屈服点,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,试验单位-金相组织,夹杂物,渗氮,渗碳,金相组织,最大晶粒度,晶粒度,马氏体转变开,热处理工艺
30,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,6.0,560.0,1.0,532.0,8.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:+ 520℃ 时效;热处理1:1050℃ 固溶 + (-78℃)冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
31,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,6.0,600.0,1.0,383.0,9.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:+ 520℃ 时效;热处理1:1050℃ 固溶 + (-78℃)冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
32,0Cr12Mn5Ni4Mo3Al,_,光滑,D=4 mm,_,,061595,12.0,20.0,1.0,1828.0,10.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 + 冷变形 + 520℃ 时效;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
33,0Cr12Mn5Ni4Mo3Al,_,光滑,D=6 mm,_,,061595,12.0,20.0,1.0,1628.0,11.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 + 冷变形 + 520℃ 时效;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
34,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,14.0,25.0,1.0,1236.0,12.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ , 40分 (空冷) + (-78℃), 4h 冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
35,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,14.0,25.0,1.0,1365.0,13.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ , 40分 (空冷) + (-78℃), 4h 冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
36,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,14.0,25.0,1.0,1379.0,14.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ , 40分 (空冷) + (-78℃), 4h 冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
37,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,14.0,25.0,1.0,1447.0,15.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ , 40分 (空冷) + (-78℃), 4h 冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
38,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,14.0,25.0,1.0,1371.0,16.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ , 40分 (空冷) + (-78℃), 4h 冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
39,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,14.0,25.0,1.0,1232.0,17.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ , 40分 (空冷) + (-78℃), 4h 冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
40,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,19.0,25.0,1.0,1285.0,28.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 30分(空冷) + (-78℃)* 0.25h + 530℃ *2h 空冷 co;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
41,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,6.0,25.0,1.0,1402.0,35.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:+ 520℃ 时效;热处理1:1050℃ 固溶 + (-78℃)冷处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
42,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,26.0,25.0,1.0,343.0,46.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 + 8%  冷变形;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
43,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,27.0,25.0,1.0,520.0,47.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 +14%  冷变形;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
44,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,28.0,25.0,1.0,971.0,48.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 +24%  冷变形;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
45,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,29.0,25.0,1.0,1323.0,49.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 +43%  冷变形;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
46,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,30.0,25.0,1.0,1461.0,50.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 +57%  冷变形;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
47,0Cr12Mn5Ni4Mo3Al,_,光滑,_,_,,061595,31.0,25.0,1.0,1510.0,51.0,_,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,11.5,0.03,0.03,4.85,0.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:1050℃ 固溶 +71%  冷变形;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
48,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,25.0,2.0,775.0,1.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
49,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,20.0,2.0,892.0,7.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
50,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,20.0,2.0,888.0,8.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
51,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,20.0,2.0,880.0,9.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
52,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,20.0,2.0,918.0,10.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
53,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,700.0,2.0,850.0,11.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
54,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,700.0,2.0,880.0,12.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
55,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,700.0,2.0,795.0,13.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
56,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,700.0,2.0,852.0,14.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
57,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,700.0,2.0,750.0,15.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
58,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,750.0,2.0,612.0,16.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
59,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,750.0,2.0,480.0,17.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
60,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,750.0,2.0,430.0,18.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
61,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,750.0,2.0,437.0,19.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
62,0Cr14Ni40W4Mo2Ti3Al2,_,光滑,_,_,,040494,1.0,750.0,2.0,397.0,20.0,_,0.02,0.0,0.0,0.0,0.0,2.05,0.0,2.65,0.01,0.0,4.0,0.0,2.0,40.0,14.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:NaN;热处理2:800℃*16h 空冷;热处理1:轧制后,1180℃*2h 空冷,1050℃*4h 空冷.;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
63,0Cr15Ni35W3Ti3AlB,_,光滑,_,_,,071095,1.0,25.0,2.0,750.0,1.0,_,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.8,0.03,0.0,3.0,0.0,0.0,35.0,15.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:750~800℃ *16h 空冷;热处理1:1180~1200℃ * 2.5~8h 空冷;1050℃ *4h 空冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
64,0Cr15Ni35W3Ti3AlB,_,光滑,_,_,,071095,1.0,25.0,1.0,893.0,2.0,_,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.8,0.03,0.0,3.0,0.0,0.0,35.0,15.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:750~800℃ *16h 空冷;热处理1:1180~1200℃ * 2.5~8h 空冷;1050℃ *4h 空冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
65,0Cr15Ni35W3Ti3AlB,_,光滑,_,_,,071095,1.0,25.0,1.0,913.0,3.0,_,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.8,0.03,0.0,3.0,0.0,0.0,35.0,15.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:750~800℃ *16h 空冷;热处理1:1180~1200℃ * 2.5~8h 空冷;1050℃ *4h 空冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
66,0Cr15Ni35W3Ti3AlB,_,光滑,_,_,,071095,1.0,25.0,1.0,935.0,4.0,_,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.8,0.03,0.0,3.0,0.0,0.0,35.0,15.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:750~800℃ *16h 空冷;热处理1:1180~1200℃ * 2.5~8h 空冷;1050℃ *4h 空冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
67,0Cr15Ni35W3Ti3AlB,_,光滑,_,_,,071095,1.0,400.0,2.0,775.0,5.0,_,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.8,0.03,0.0,3.0,0.0,0.0,35.0,15.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:750~800℃ *16h 空冷;热处理1:1180~1200℃ * 2.5~8h 空冷;1050℃ *4h 空冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
68,0Cr15Ni35W3Ti3AlB,_,光滑,_,_,,071095,1.0,500.0,2.0,765.0,6.0,_,0.0,0.0,0.0,0.0,0.0,1.2,0.0,2.8,0.03,0.0,3.0,0.0,0.0,35.0,15.0,0.01,0.02,0.6,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:750~800℃ *16h 空冷;热处理1:1180~1200℃ * 2.5~8h 空冷;1050℃ *4h 空冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
